Williams;Vanessa;P7331217US;0.91;1.02;0.56;0.53;0.66
Vuorinen;Annikki;W6401734FI;1.07;2.21;1.02;0.78;0.62
O'Reilly;Colleen;G1941446IE;0.65;1.68;1.09;0.63;0.32
Sten;Olav;X5758855SE;0.86;0.38;0.83;0.70;0.43
Johnson;Vanessa;Z8187768US;0.50;1.62;0.71;0.51;0.67
Ricci;Silvio;L8511567IT;1.19;2.73;1.51;0.94;0.32
O'Brien;Ronan;O3220490IE;0.75;2.24;0.73;0.75;0.51
Hopkins;Evie;M3264644GB;1.61;2.03;0.97;0.76;0.59
Eklund;Lars;H1530648SE;1.41;1.00;1.51;0.68;0.55
O'No;Liam;G9337603IE;1.83;1.70;1.86;0.88;0.35
Wagner;Friederike;C2850917DE;1.39;2.90;1.25;0.77;0.94
Lombardi;Deangela;K1236131IT;0.75;1.44;0.58;0.93;0.73
Larsson;Lars;L2103524SE;1.97;0.56;0.67;0.72;0.47
Lombardi;Giuseppina;C5338485IT;0.60;2.69;1.26;0.94;0.85
De Luca;Deangela;H4609669IT;1.83;1.66;1.40;0.87;0.73
Sund;Annika;W2565335SE;1.36;2.08;1.97;0.54;0.72
Garibaldi;Vittorio;B9104122IT;0.99;2.50;1.89;0.60;0.77
Moretti;Giuseppina;C5527238IT;1.98;0.50;1.14;0.82;0.68
Mäkivirta;Kalevi;E2387903FI;1.78;0.81;0.79;0.53;0.62
Sten;Lars;X3213963SE;1.70;0.77;1.47;0.95;0.86
O'Yes;Lee;V8271982IE;1.37;2.46;1.45;0.56;0.47
Nieminen;Kalevi;X1016717FI;1.12;2.69;1.94;0.92;0.98
Sauber;Friederike;P1321400DE;0.76;1.50;1.05;0.80;0.56
Larsson;Gunilla;P8518354SE;1.08;2.67;1.51;0.90;0.65
O'Donnell;Colleen;P4134780IE;0.83;2.75;1.19;0.81;0.82
Lee;John;Z3668593GB;1.32;2.53;0.65;0.74;0.34
Sund;Lars;U3873072SE;0.93;2.34;1.51;0.79;0.65
Hofmeister;Rosamunde;V7127826DE;1.58;1.04;1.28;0.85;0.43
O'Donnell;Shauna;W9833071IE;1.39;1.51;1.83;0.68;0.40
Davis;Allison;R3389142US;0.82;2.32;0.83;0.82;0.55
Johnson;Tony;N8301912US;1.52;1.30;1.58;0.64;0.55
Marino;Vittorio;D6512490IT;0.73;0.54;1.29;0.57;0.61
von Poppenkorkken;Martina;T2375833DE;0.63;1.76;0.73;0.66;0.96
Lister;Poppy;I9403039GB;1.82;0.40;0.96;0.65;0.60
Hopkins;Dave;O1650741GB;0.84;2.37;0.76;0.51;0.54
Eklund;Frida;F4114222SE;1.05;2.70;1.46;0.73;0.40
von Klinkerhoffen;Hermann;J8072966DE;1.06;1.31;0.67;0.73;0.58
Jokipohja;Miina;G6120866FI;1.60;1.70;0.89;0.97;0.51
Milburn;Flora;U5066212GB;0.77;2.98;1.72;0.71;0.87
De Luca;Francesca;C3973654IT;0.87;2.75;1.02;0.95;0.91
Jones;Vanessa;S6387059US;1.20;1.15;0.66;0.77;0.95
Richter;Friederike;D9869376DE;1.94;1.38;1.70;0.70;0.60
Hopkins;Edward;K6548888GB;1.87;1.93;0.82;0.63;0.51
Virtanen;Annikki;Y7002660FI;1.26;0.85;0.76;0.86;0.54
Dahlgren;Lars;H6361972SE;1.08;2.49;0.99;0.64;0.71
Jokinen;Kalevi;B9516860FI;1.44;0.82;1.95;0.67;0.33
Hofmeister;Hubert;N5738392DE;0.77;1.27;1.19;0.97;0.54
Ackerman;Klaus;Z7972600DE;1.72;2.20;1.21;0.54;0.60
Lundberg;Hedvig;B9604373SE;0.80;2.20;1.74;0.60;0.78
Smith;Todd;R8014168US;0.73;2.21;0.89;0.91;0.85
Perälä;Malviina;G7256242FI;1.09;1.70;1.41;0.59;0.92
Smith;Mike;F5787002US;1.52;1.63;1.32;0.67;0.41
Dahlgren;Annika;S3260923SE;0.71;1.33;1.80;0.62;0.39
Lahtinen;Reijo;W4942772FI;1.33;1.18;1.20;0.70;0.40
Marino;Benito;T3140881IT;1.81;0.41;1.83;0.70;0.55
O'Connor;Ronan;H2636880IE;1.25;0.41;1.12;0.64;0.42
Perälä;Miina;T1157551FI;1.10;0.56;0.60;0.81;0.59
Persson;Olav;W8814973SE;1.48;0.99;0.67;0.77;0.44
O'Sullivan;Deirdre;S6594806IE;1.35;1.49;0.85;0.81;0.48
Williams;Bob;X7738557US;0.66;1.03;1.20;0.75;0.46
Virtanen;Kalevi;R7634071FI;1.97;1.48;1.95;0.83;0.79
Becket;Vanessa;A4057811US;0.66;0.31;1.51;0.98;0.36
Salo;Reijo;J7620605FI;1.04;1.06;0.64;0.54;0.71
Garibaldi;Fabrizia;R1207230IT;1.33;1.33;1.64;0.52;0.35
Davis;Taylor;X9077775US;1.37;1.15;1.76;0.52;0.80
Larsson;Viktoria;J9280506SE;1.32;1.47;0.63;0.84;0.74
Lee;Vanessa;Y2715816US;0.77;1.89;1.64;0.81;0.97
Gruber;Klaus;K3156207DE;1.49;2.90;1.13;0.65;0.36
Hill;Mike;R2784781US;1.17;2.96;1.56;0.98;0.51
Mäkivirta;Miina;R5168896FI;1.42;2.86;1.17;0.63;0.78
Hopkins;Honoria;X4544509GB;0.50;2.39;1.28;0.74;0.37
Brown;Vanessa;S8355045US;1.35;0.55;1.45;0.68;0.99
Hopkins;Humphrey;W5621623GB;0.63;1.38;1.83;0.90;0.81
Wagner;Rosamunde;X3751690DE;1.44;0.36;1.84;0.55;0.85
Jones;Allison;G5043892US;1.08;1.78;2.00;0.59;0.73
Persson;Hedvig;K6564772SE;1.03;1.02;1.84;0.65;0.64
Kranz;Rosamunde;L6573674DE;0.60;2.67;1.55;1.00;0.42
Royle;Ian;K4414404GB;1.13;0.76;1.54;0.67;0.34
Davis;Bob;D9641343US;0.62;0.87;1.35;0.81;0.97
Hill;Vanessa;L6654026US;1.43;0.94;1.97;0.56;0.60
Auditore;Deangela;R7533387IT;1.96;1.48;0.84;0.72;0.36
Becket;Dave;M4088969US;1.22;2.62;0.62;0.97;0.67
Sauber;Otto;H1309351DE;1.56;0.86;0.77;0.57;0.82
Gruber;Hermann;T5385855DE;1.74;0.59;1.38;0.65;0.70
Lister;Roger;H8582660GB;1.87;1.25;1.46;0.60;0.79
Milburn;Roger;U1983927IE;1.86;1.83;1.32;0.88;0.92
Jokipohja;Aukusti;L2742368FI;1.69;1.39;1.14;0.64;0.50
Sten;Kalle;W8595593SE;1.57;0.41;1.79;0.99;0.45
Jokipohja;Kalevi;J3542519FI;1.43;1.44;1.07;0.51;0.68
von Poppenkorkken;Brunhilde;X5576245DE;0.95;2.67;1.88;0.65;0.31
Lombardi;Luigi;P7567964IT;0.86;0.64;0.84;0.55;0.43
De Luca;Vittorio;V3257488IT;0.78;0.40;1.27;0.93;0.76
Richter;Klaus;Q7161645DE;0.84;0.95;0.80;0.63;0.47
Salminen;Annikki;N3452633FI;1.18;1.43;0.87;0.54;0.63
Westerholm;Gunilla;N8515078SE;1.88;1.52;1.66;0.90;0.73
Westerholm;Kalle;Q8692144SE;1.86;1.56;1.99;0.97;0.75
O'Malley;Ronan;C7682472IE;1.31;1.86;1.08;0.59;0.64
O'Sullivan;Morgan;P2831964IE;1.22;1.64;0.71;0.72;0.96
Davis;Rachel;J7168075US;0.72;1.48;1.48;0.80;0.43
Hollister;Roger;O9744251GB;1.11;1.00;1.19;0.62;0.91
Nystrom;Lennart;O2135890SE;0.91;1.74;1.83;0.62;0.73
Hill;Rachel;E9533644US;1.98;2.55;0.54;0.90;0.47
Bauer;Martina;S7797144DE;0.75;0.83;1.05;0.71;0.40
Bernadotte;Frida;L4552932SE;1.44;1.60;1.89;0.91;0.58
Brown;Dave;L5848120US;1.35;2.58;1.87;0.56;0.73
Mäkinen;Reijo;U5562231FI;0.94;1.01;0.53;0.82;0.55
Lundberg;Annika;X2444802SE;0.63;2.11;1.23;0.90;0.89
Westerholm;Gunnar;P9426810SE;1.28;1.33;1.71;0.78;0.59
Dickinson;Roger;Y6653402GB;1.91;2.91;0.74;0.67;0.69
Nieminen;Malviina;C6969110FI;1.08;1.76;0.81;0.50;0.42
Smith;Allison;G6371081US;1.55;2.47;1.40;0.67;0.54
Sten;Annika;Q5304554SE;0.93;0.99;0.80;0.59;0.44
Perälä;Juhani;G5921175FI;1.61;2.99;0.52;0.62;0.44
Virtanen;Reijo;A6007758FI;1.85;0.38;1.74;0.84;0.83
Jones;Mike;E2656408US;1.71;0.97;1.83;1.00;0.82
Lombardi;Speranza;M5032953IT;1.41;0.49;1.41;0.58;0.38
Davis;Ashley;A7920380US;0.74;1.63;0.90;0.63;0.84
O'Yes;Fiona;U7996977IE;1.47;1.40;1.10;0.70;0.91
O'Donnell;Lee;T1698963IE;1.21;1.44;1.30;0.82;0.59
Lee;Dave;U5554210US;1.12;1.40;1.01;0.56;0.56
Bianchi;Fabrizia;Q9851423IT;0.98;0.33;1.35;0.87;0.84
Persson;Annika;M1949954SE;1.02;0.56;1.78;0.62;0.97
Bernadotte;Gunilla;Z1227419SE;1.06;1.54;0.72;0.89;0.60
Royle;Poppy;Q5414615GB;1.31;2.48;1.21;0.91;0.66
